lookback_h,account_type,r_target,labelled_days_hit,labelled_days_total,labelled_day_overlap,labelled_windows_hit,total_alerts_labelled,eval_daily_mean,eval_daily_sd,eval_daily_cv
24,human,100,1.0,18.0,0.05555555555555555,2.0,3453,115.07142857142857,80.60775328781897,0.7005018907693765
24,machine,100,,,,,6868,232.07142857142858,287.664458456968,1.2395513753147283
24,human,500,4.0,18.0,0.2222222222222222,7.0,24695,600.0,448.7068599362463,0.7478447665604105
24,machine,500,,,,,25209,915.7142857142857,1047.1505239363726,1.143534113503059
168,human,100,1.0,18.0,0.05555555555555555,2.0,2505,96.42857142857143,64.32335894132477,0.6670570556878124
168,machine,100,,,,,3768,140.78571428571428,279.35039441021536,1.984224009002037
168,human,500,4.0,18.0,0.2222222222222222,7.0,12348,479.2142857142857,282.4840849353433,0.589473422133672
168,machine,500,,,,,13559,595.4285714285714,1117.8634645048228,1.877409849216353
