account_type,hour,dow,stage,alpha,n,ter
machine,15,2,global,0.001,122498,0.7347058727489428
machine,15,2,stratified,0.05,122498,1.0439354111903867
machine,15,2,stratified,0.01,122498,1.0751195937892863
machine,15,2,stratified,0.005,122498,0.9910365883524629
machine,15,2,stratified,0.001,122498,0.9469542359875264
machine,15,3,global,0.05,102390,0.8084773903701533
machine,15,3,global,0.01,102390,0.4336360972751245
machine,15,3,global,0.005,102390,0.21681804863756224
machine,15,3,global,0.001,102390,0.07813263013966208
machine,15,3,stratified,0.05,102390,0.9420841879089754
machine,15,3,stratified,0.01,102390,0.7637464596151968
machine,15,3,stratified,0.005,102390,0.6914737767360094
machine,15,3,stratified,0.001,102390,0.44926262330305694
machine,15,4,global,0.05,104196,0.7280509808437943
machine,15,4,global,0.01,104196,0.3282275711159737
machine,15,4,global,0.005,104196,0.2034627049022995
machine,15,4,global,0.001,104196,0.06718108180736304
machine,15,4,stratified,0.05,104196,0.7783408192253062
machine,15,4,stratified,0.01,104196,0.5528043303005874
machine,15,4,stratified,0.005,104196,0.4683481131713309
machine,15,4,stratified,0.001,104196,0.4990594648546969
machine,15,5,global,0.05,123565,0.9740622344515032
machine,15,5,global,0.01,123565,0.7987698782017562
machine,15,5,global,0.005,123565,0.6118237364949622
machine,15,5,global,0.001,123565,0.5017602071784081
machine,15,5,stratified,0.05,123565,0.7048921620199895
machine,15,5,stratified,0.01,123565,0.16509529397483105
machine,15,5,stratified,0.005,123565,0.16833245660178853
machine,15,5,stratified,0.001,123565,0.17804394448266095
machine,15,6,global,0.05,146070,1.070856438693777
machine,15,6,global,0.01,146070,0.8653385363182036
machine,15,6,global,0.005,146070,0.7845553501745739
machine,15,6,global,0.001,146070,0.8009858287122613
machine,15,6,stratified,0.05,146070,0.8315191346614637
machine,15,6,stratified,0.01,146070,0.3895392619976723
machine,15,6,stratified,0.005,146070,0.279318135140686
machine,15,6,stratified,0.001,146070,0.17799685082494693
machine,16,0,global,0.05,144323,1.1790220546967565
machine,16,0,global,0.01,144323,1.207014820922514
machine,16,0,global,0.005,144323,1.2208726259847702
machine,16,0,global,0.001,144323,1.843088073280073
machine,16,0,stratified,0.05,144323,1.2510826410204885
machine,16,0,stratified,0.01,144323,1.1529693811797148
machine,16,0,stratified,0.005,144323,1.1224822100427514
machine,16,0,stratified,0.001,144323,1.032406477138086
machine,16,1,global,0.05,140390,1.1600541349098938
machine,16,1,global,0.01,140390,1.1923926205570197
machine,16,1,global,0.005,140390,1.2151862668281217
machine,16,1,global,0.001,140390,1.7878766293895576
machine,16,1,stratified,0.05,140390,1.224161265047368
machine,16,1,stratified,0.01,140390,1.0463708241327732
machine,16,1,stratified,0.005,140390,1.0057696417123727
machine,16,1,stratified,0.001,140390,1.1681743713939738
machine,16,2,global,0.05,115340,0.949367088607595
machine,16,2,global,0.01,115340,0.7421536327379921
machine,16,2,global,0.005,115340,0.6485174267383389
machine,16,2,global,0.001,115340,0.7803017166637767
machine,16,2,stratified,0.05,115340,1.0367608808739377
machine,16,2,stratified,0.01,115340,1.0499393098664818
machine,16,2,stratified,0.005,115340,1.0317322698109936
machine,16,2,stratified,0.001,115340,1.0317322698109936
machine,16,3,global,0.05,101732,0.7960130539063421
machine,16,3,global,0.01,101732,0.3872921008139032
machine,16,3,global,0.005,101732,0.2457437187905477
machine,16,3,global,0.001,101732,0.19659497503243817
machine,16,3,stratified,0.05,101732,0.9407069555302167
machine,16,3,stratified,0.01,101732,0.7470609051232651
machine,16,3,stratified,0.005,101732,0.6251720206031534
machine,16,3,stratified,0.001,101732,0.6880824126135336
machine,16,4,global,0.05,103982,0.7668634956050085
machine,16,4,global,0.01,103982,0.3875670789175049
machine,16,4,global,0.005,103982,0.23657940797445712
machine,16,4,global,0.001,103982,0.21157508030236002
machine,16,4,stratified,0.05,103982,0.7970610297936181
machine,16,4,stratified,0.01,103982,0.6145294377873093
machine,16,4,stratified,0.005,103982,0.5981804543093997
machine,16,4,stratified,0.001,103982,0.43276720970937277
machine,16,5,global,0.05,122332,0.9691658764673184
machine,16,5,global,0.01,122332,0.7970114115685184
machine,16,5,global,0.005,122332,0.6277997580355099
machine,16,5,global,0.001,122332,0.555864369093941
machine,16,5,stratified,0.05,122332,0.8362488964457377
machine,16,5,stratified,0.01,122332,0.5305234934440702
machine,16,5,stratified,0.005,122332,0.3040905077984501
machine,16,5,stratified,0.001,122332,0.3024556125952326
machine,16,6,global,0.05,141277,1.0536746958103582
machine,16,6,global,0.01,141277,0.9145154554527629
machine,16,6,global,0.005,141277,0.9173467726523071
machine,16,6,global,0.001,141277,1.2811710327937316
machine,16,6,stratified,0.05,141277,0.6873022501893442
machine,16,6,stratified,0.01,141277,0.2470324256602278
machine,16,6,stratified,0.005,141277,0.32135450214826194
machine,16,6,stratified,0.001,141277,0.36099294294188017
machine,17,0,global,0.05,133943,1.1613895462995454
machine,17,0,global,0.01,133943,1.2296275281276363
machine,17,0,global,0.005,133943,1.0720978326601613
machine,17,0,global,0.001,133943,1.1646745257310946
machine,17,0,stratified,0.05,133943,1.3186206072732432
machine,17,0,stratified,0.01,133943,1.285621495710862
machine,17,0,stratified,0.005,133943,1.2169355621421052
machine,17,0,stratified,0.001,133943,1.3363893596529868
machine,17,1,global,0.05,126739,1.2191985103243674
machine,17,1,global,0.01,126739,1.4636378699532109
machine,17,1,global,0.005,126739,1.2829515776517093
machine,17,1,global,0.001,126739,1.1756444346254902
machine,17,1,stratified,0.05,126739,1.341181483205643
machine,17,1,stratified,0.01,126739,1.5575316201011526
machine,17,1,stratified,0.005,126739,1.4202415988764312
machine,17,1,stratified,0.001,126739,0.8600351904307277
machine,17,2,global,0.05,108180,0.9554446293215011
machine,17,2,global,0.01,108180,0.661859863190978
machine,17,2,global,0.005,108180,0.47328526529857645
machine,17,2,global,0.001,108180,0.2958032908116103
machine,17,2,stratified,0.05,108180,1.0458495100757996
machine,17,2,stratified,0.01,108180,1.0482529118136439
machine,17,2,stratified,0.005,108180,1.0260676650027731
machine,17,2,stratified,0.001,108180,0.6840451100018488
machine,17,3,global,0.05,101430,0.7630878438331854
machine,17,3,global,0.01,101430,0.4209799861973775
machine,17,3,global,0.005,101430,0.2090111406881593
machine,17,3,global,0.001,101430,0.04929508035098097
machine,17,3,stratified,0.05,101430,0.8804101350685202
machine,17,3,stratified,0.01,101430,0.7344966972296165
machine,17,3,stratified,0.005,101430,0.6842157152716158
machine,17,3,stratified,0.001,101430,0.5126688356502022
machine,17,4,global,0.05,104000,0.8486538461538462
machine,17,4,global,0.01,104000,0.49807692307692303
machine,17,4,global,0.005,104000,0.2673076923076923
machine,17,4,global,0.001,104000,0.05769230769230769
machine,17,4,stratified,0.05,104000,0.878653846153846
machine,17,4,stratified,0.01,104000,0.7403846153846154
machine,17,4,stratified,0.005,104000,0.6961538461538461
machine,17,4,stratified,0.001,104000,0.5576923076923076
machine,17,5,global,0.05,115649,1.0189452567683248
machine,17,5,global,0.01,115649,0.7712993627268718
machine,17,5,global,0.005,115649,0.5758804658924851
machine,17,5,global,0.001,115649,0.4669301074803932
machine,17,5,stratified,0.05,115649,0.9245216128111786
machine,17,5,stratified,0.01,115649,0.6519727797041046
machine,17,5,stratified,0.005,115649,0.55685738743958
machine,17,5,stratified,0.001,115649,0.42369583826924573
machine,17,6,global,0.05,131314,1.069802153616522
machine,17,6,global,0.01,131314,0.9656243812540932
machine,17,6,global,0.005,131314,0.8148407633611038
machine,17,6,global,0.001,131314,0.6929954155687893
machine,17,6,stratified,0.05,131314,0.8832264648095404
machine,17,6,stratified,0.01,131314,0.5856192028268121
machine,17,6,stratified,0.005,131314,0.3792436450035792
machine,17,6,stratified,0.001,131314,0.5330733965913764
machine,18,0,global,0.05,126439,1.155972445210734
machine,18,0,global,0.01,126439,1.0218366168666313
machine,18,0,global,0.005,126439,0.7861498430073
machine,18,0,global,0.001,126439,0.5536266500051409
machine,18,0,stratified,0.05,126439,1.325856737240883
machine,18,0,stratified,0.01,126439,1.2962772562263227
machine,18,0,stratified,0.005,126439,1.2954863610120295
machine,18,0,stratified,0.001,126439,1.423611385727505
machine,18,1,global,0.05,119106,1.209846691182644
machine,18,1,global,0.01,119106,1.3450204019948617
machine,18,1,global,0.005,119106,1.0629187446476247
machine,18,1,global,0.001,119106,0.5961076687992208
machine,18,1,stratified,0.05,119106,1.368193038134099
machine,18,1,stratified,0.01,119106,1.7026850032743943
machine,18,1,stratified,0.005,119106,1.6321595889375848
machine,18,1,stratified,0.001,119106,0.940338857824123
machine,18,2,global,0.05,105631,0.9345741307002678
machine,18,2,global,0.01,105631,0.6219765031098825
machine,18,2,global,0.005,105631,0.45819882420880237
machine,18,2,global,0.001,105631,0.2556067820999517
machine,18,2,stratified,0.05,105631,1.0167469776864746
machine,18,2,stratified,0.01,105631,1.0063333680453654
machine,18,2,stratified,0.005,105631,0.990239607690924
machine,18,2,stratified,0.001,105631,1.1170963069553446
machine,18,3,global,0.05,101176,0.712619593579505
machine,18,3,global,0.01,101176,0.35482723175456626
machine,18,3,global,0.005,101176,0.1798845576025935
machine,18,3,global,0.001,101176,0.049418834506207
machine,18,3,stratified,0.05,101176,0.809085158535621
machine,18,3,stratified,0.01,101176,0.6315727049893255
machine,18,3,stratified,0.005,101176,0.6187238080177117
machine,18,3,stratified,0.001,101176,0.5238396457657942
machine,18,4,global,0.05,103683,0.9035232391038068
machine,18,4,global,0.01,103683,0.5661487418381026
machine,18,4,global,0.005,103683,0.2932013927066154
machine,18,4,global,0.001,103683,0.05786869592893724
machine,18,4,stratified,0.05,103683,0.9291783609656357
machine,18,4,stratified,0.01,103683,0.7860497863680642
machine,18,4,stratified,0.005,103683,0.7195007860497864
machine,18,4,stratified,0.001,103683,0.41472565415738355
machine,18,5,global,0.05,112108,0.9733471295536447
machine,18,5,global,0.01,112108,0.6440218360866308
machine,18,5,global,0.005,112108,0.4013986513005316
machine,18,5,global,0.001,112108,0.18731937060691475
machine,18,5,stratified,0.05,112108,0.8925322010918043
machine,18,5,stratified,0.01,112108,0.7011096442715952
machine,18,5,stratified,0.005,112108,0.6511578121097512
machine,18,5,stratified,0.001,112108,0.570878081849645
machine,18,6,global,0.05,125438,1.0787799550375483
machine,18,6,global,0.01,125438,0.8785216601029991
machine,18,6,global,0.005,125438,0.6297932046110428
machine,18,6,global,0.001,125438,0.271050239959183
machine,18,6,stratified,0.05,125438,0.9312967362362282
machine,18,6,stratified,0.01,125438,0.7916261419984374
machine,18,6,stratified,0.005,125438,0.6935697316602625
machine,18,6,stratified,0.001,125438,0.4065753599387745
machine,19,0,global,0.05,124430,1.1032709153741058
machine,19,0,global,0.01,124430,0.9860966004982721
machine,19,0,global,0.005,124430,0.6879369926866511
machine,19,0,global,0.001,124430,0.3295025315438399
machine,19,0,stratified,0.05,124430,1.2564494093064373
machine,19,0,stratified,0.01,124430,1.4345415092823273
machine,19,0,stratified,0.005,124430,1.414449891505264
machine,19,0,stratified,0.001,124430,1.060837418628948
machine,19,1,global,0.05,116879,1.1665055313614934
machine,19,1,global,0.01,116879,1.0113022869805526
machine,19,1,global,0.005,116879,0.6605121535947432
machine,19,1,global,0.001,116879,0.2737874211791682
machine,19,1,stratified,0.05,116879,1.3824553598165623
machine,19,1,stratified,0.01,116879,1.3715038629693956
machine,19,1,stratified,0.005,116879,1.3227354785718564
machine,19,1,stratified,0.001,116879,0.9325884033915417
machine,19,2,global,0.05,105267,0.8678883220762442
machine,19,2,global,0.01,105267,0.49683186563690424
machine,19,2,global,0.005,105267,0.3058888350575204
machine,19,2,global,0.001,105267,0.12349549241452687
machine,19,2,stratified,0.05,105267,0.8437592027890981
machine,19,2,stratified,0.01,105267,0.608927774136244
machine,19,2,stratified,0.005,105267,0.5813787796745419
machine,19,2,stratified,0.001,105267,0.4464837033448279
machine,19,3,global,0.05,101144,0.7262912283477022
machine,19,3,global,0.01,101144,0.33121094676896307
machine,19,3,global,0.005,101144,0.16214506050779087
machine,19,3,global,0.001,101144,0.019773787866803765
machine,19,3,stratified,0.05,101144,0.8382108676738116
machine,19,3,stratified,0.01,101144,0.7266867041050383
machine,19,3,stratified,0.005,101144,0.6031005299375148
machine,19,3,stratified,0.001,101144,0.38558886340267345
machine,19,4,global,0.05,103437,0.8898169900519156
machine,19,4,global,0.01,103437,0.5558939257712424
machine,19,4,global,0.005,103437,0.32676895114900856
machine,19,4,global,0.001,103437,0.08700948403375967
machine,19,4,stratified,0.05,103437,0.9226872395757804
machine,19,4,stratified,0.01,103437,0.8372245908137321
machine,19,4,stratified,0.005,103437,0.7502151067799724
machine,19,4,stratified,0.001,103437,0.8120885176484236
machine,19,5,global,0.05,110349,0.9475391711750899
machine,19,5,global,0.01,110349,0.5990085999873129
machine,19,5,global,0.005,110349,0.38604790256368426
machine,19,5,global,0.001,110349,0.12687020272045962
machine,19,5,stratified,0.05,110349,0.9169090793754361
machine,19,5,stratified,0.01,110349,0.7748144523285213
machine,19,5,stratified,0.005,110349,0.7340347443112307
machine,19,5,stratified,0.001,110349,0.6615374856138252
machine,19,6,global,0.05,122976,1.0792349726775956
machine,19,6,global,0.01,122976,0.7928376268540203
machine,19,6,global,0.005,122976,0.5415690866510539
machine,19,6,global,0.001,122976,0.11384335154826958
machine,19,6,stratified,0.05,122976,0.9188784803538902
machine,19,6,stratified,0.01,122976,0.7538056206088992
machine,19,6,stratified,0.005,122976,0.718839448347645
machine,19,6,stratified,0.001,122976,0.3577933905802758
machine,20,0,global,0.05,123066,1.108348365917475
machine,20,0,global,0.01,123066,0.8873287504266003
machine,20,0,global,0.005,123066,0.6305559618416134
machine,20,0,global,0.001,123066,0.25189735589033524
machine,20,0,stratified,0.05,123066,1.1736791640258073
machine,20,0,stratified,0.01,123066,1.37405944777599
machine,20,0,stratified,0.005,123066,1.3131165390928443
machine,20,0,stratified,0.001,123066,1.170103846716396
machine,20,1,global,0.05,116084,1.1371076117294372
machine,20,1,global,0.01,116084,0.8407704765514628
machine,20,1,global,0.005,116084,0.4961924123910272
machine,20,1,global,0.001,116084,0.18951793528823954
machine,20,1,stratified,0.05,116084,1.3588435960166774
machine,20,1,stratified,0.01,116084,1.413631508218187
machine,20,1,stratified,0.005,116084,1.219806347127942
machine,20,1,stratified,0.001,116084,0.8183729023810344
machine,20,2,global,0.05,102023,0.9235172461111709
machine,20,2,global,0.01,102023,0.4518588945629907
machine,20,2,global,0.005,102023,0.2548444958489752
machine,20,2,global,0.001,102023,0.11762053654568087
machine,20,2,stratified,0.05,102023,0.8896033247404996
machine,20,2,stratified,0.01,102023,0.5763406290738362
machine,20,2,stratified,0.005,102023,0.4704821461827235
machine,20,2,stratified,0.001,102023,0.3430598982582359
machine,20,3,global,0.05,101297,0.7251942308261844
machine,20,3,global,0.01,101297,0.3159027414434781
machine,20,3,global,0.005,101297,0.16190015498978252
machine,20,3,global,0.001,101297,0.01974392134021738
machine,20,3,stratified,0.05,101297,0.8065391867478799
machine,20,3,stratified,0.01,101297,0.6002152087426084
machine,20,3,stratified,0.005,101297,0.5074187784435866
machine,20,3,stratified,0.001,101297,0.4837260728353258
machine,20,4,global,0.05,103194,0.8725313487218248
machine,20,4,global,0.01,103194,0.5271624319243366
machine,20,4,global,0.005,103194,0.27520979901932285
machine,20,4,global,0.001,103194,0.05814291528577242
machine,20,4,stratified,0.05,103194,0.8926875593542261
machine,20,4,stratified,0.01,103194,0.7703936275364847
machine,20,4,stratified,0.005,103194,0.7422912184816947
machine,20,4,stratified,0.001,103194,0.45545283640521733
machine,20,5,global,0.05,112297,0.9159639171126566
machine,20,5,global,0.01,112297,0.49778711808863996
machine,20,5,global,0.005,112297,0.2974255768186149
machine,20,5,global,0.001,112297,0.10685948867734668
machine,20,5,stratified,0.05,112297,0.8386688869693759
machine,20,5,stratified,0.01,112297,0.6447189150199917
machine,20,5,stratified,0.005,112297,0.5734792559017605
machine,20,5,stratified,0.001,112297,0.7034916337925323
machine,20,6,global,0.05,122769,1.0882225969096433
machine,20,6,global,0.01,122769,0.8454903110720132
machine,20,6,global,0.005,122769,0.5164170108089176
machine,20,6,global,0.001,122769,0.0977445446326027
machine,20,6,stratified,0.05,122769,0.9357411072827831
machine,20,6,stratified,0.01,122769,0.8560793034072118
machine,20,6,stratified,0.005,122769,0.785214508548575
machine,20,6,stratified,0.001,122769,0.5457403741986984
machine,21,0,global,0.05,122783,1.0964058542306345
machine,21,0,global,0.01,122783,0.8502805763012795
machine,21,0,global,0.005,122783,0.5277603577042425
machine,21,0,global,0.001,122783,0.17917789922057611
machine,21,0,stratified,0.05,122783,1.13794254904995
machine,21,0,stratified,0.01,122783,1.220853049689289
machine,21,0,stratified,0.005,122783,1.149996334997516
machine,21,0,stratified,0.001,122783,1.0262006955360268
machine,21,1,global,0.05,115452,1.13726916813914
machine,21,1,global,0.01,115452,0.828049752278003
machine,21,1,global,0.005,115452,0.488514707410872
machine,21,1,global,0.001,115452,0.20787859889824342
machine,21,1,stratified,0.05,115452,1.3683608772476874
machine,21,1,stratified,0.01,115452,1.4490870664865052
machine,21,1,stratified,0.005,115452,1.2749887399092263
machine,21,1,stratified,0.001,115452,0.9267920867546686
machine,21,2,global,0.05,102554,0.9583243949529028
machine,21,2,global,0.01,102554,0.5636055151432416
machine,21,2,global,0.005,102554,0.40368976344169893
machine,21,2,global,0.001,102554,0.34128361643621896
machine,21,2,stratified,0.05,102554,0.9550090683932367
machine,21,2,stratified,0.01,102554,0.7205959787039022
machine,21,2,stratified,0.005,102554,0.6552645435575404
machine,21,2,stratified,0.001,102554,0.8288316399165317
machine,21,3,global,0.05,101172,0.7274740046653224
machine,21,3,global,0.01,101172,0.37658640730636933
machine,21,3,global,0.005,101172,0.14233187047799786
machine,21,3,global,0.001,101172,0.009884157672083184
machine,21,3,stratified,0.05,101172,0.8595263511643537
machine,21,3,stratified,0.01,101172,0.7373581623374056
machine,21,3,stratified,0.005,101172,0.7096825208555727
machine,21,3,stratified,0.001,101172,0.3953663068833274
machine,21,4,global,0.05,103082,0.8383616926330493
machine,21,4,global,0.01,103082,0.47340951863564923
machine,21,4,global,0.005,103082,0.26386760055101766
machine,21,4,global,0.001,103082,0.05820608835684212
machine,21,4,stratified,0.05,103082,0.8771657515376108
machine,21,4,stratified,0.01,103082,0.6480277837061756
machine,21,4,stratified,0.005,103082,0.6131041306920704
machine,21,4,stratified,0.001,103082,0.6499679866514037
machine,21,5,global,0.05,111292,0.9432843331057039
machine,21,5,global,0.01,111292,0.494195449807713
machine,21,5,global,0.005,111292,0.3055026416993135
machine,21,5,global,0.001,111292,0.1078244617762283
machine,21,5,stratified,0.05,111292,0.8814649750206662
machine,21,5,stratified,0.01,111292,0.6703087373755525
machine,21,5,stratified,0.005,111292,0.6685116630126154
machine,21,5,stratified,0.001,111292,0.6649175142867412
machine,21,6,global,0.05,121865,1.1076190866942928
machine,21,6,global,0.01,121865,0.8739178599269685
machine,21,6,global,0.005,121865,0.5317359373076765
machine,21,6,global,0.001,121865,0.0984696180199401
machine,21,6,stratified,0.05,121865,0.9405489681204611
machine,21,6,stratified,0.01,121865,0.8197595700160013
machine,21,6,stratified,0.005,121865,0.7926804250605178
machine,21,6,stratified,0.001,121865,0.5251712961063472
machine,22,0,global,0.05,122480,1.115120836054866
machine,22,0,global,0.01,122480,0.8474853037230569
machine,22,0,global,0.005,122480,0.530698889614631
machine,22,0,global,0.001,122480,0.15512736773350752
machine,22,0,stratified,0.05,122480,1.094546048334422
machine,22,0,stratified,0.01,122480,1.0760940561724364
machine,22,0,stratified,0.005,122480,1.054866100587851
machine,22,0,stratified,0.001,122480,0.8327890267798824
machine,22,1,global,0.05,115030,1.147700599843519
machine,22,1,global,0.01,115030,0.8797704946535686
machine,22,1,global,0.005,115030,0.5007389376684344
machine,22,1,global,0.001,115030,0.13909414935234285
machine,22,1,stratified,0.05,115030,1.3053985916717377
machine,22,1,stratified,0.01,115030,1.3822481091889072
machine,22,1,stratified,0.005,115030,1.2153351299660957
machine,22,1,stratified,0.001,115030,0.7302442840998
machine,22,2,global,0.05,102717,1.004702240135518
machine,22,2,global,0.01,102717,0.7145847328095641
machine,22,2,global,0.005,102717,0.46730336750489204
machine,22,2,global,0.001,102717,0.3894194729207434
machine,22,2,stratified,0.05,102717,0.9827000399154959
machine,22,2,stratified,0.01,102717,0.9131886639991433
machine,22,2,stratified,0.005,102717,0.9346067350097841
machine,22,2,stratified,0.001,102717,1.0611680637090257
machine,22,3,global,0.05,101610,0.7142997736443263
machine,22,3,global,0.01,101610,0.3975986615490601
machine,22,3,global,0.005,101610,0.20273595118590687
machine,22,3,global,0.001,101610,0.029524653085326247
machine,22,3,stratified,0.05,101610,0.8217695108749138
machine,22,3,stratified,0.01,101610,0.7243381556933373
machine,22,3,stratified,0.005,101610,0.7499261883672866
machine,22,3,stratified,0.001,101610,0.6397008168487354
machine,22,4,global,0.05,103898,0.8173400835434753
machine,22,4,global,0.01,103898,0.40905503474561583
machine,22,4,global,0.005,103898,0.20982117076363357
machine,22,4,global,0.001,103898,0.03849929738782267
machine,22,4,stratified,0.05,103898,0.8587268282353846
machine,22,4,stratified,0.01,103898,0.6593004677664632
machine,22,4,stratified,0.005,103898,0.5640147067316021
machine,22,4,stratified,0.001,103898,0.40424262257213806
machine,22,5,global,0.05,111166,0.969361135599014
machine,22,5,global,0.01,111166,0.5271395930410377
machine,22,5,global,0.005,111166,0.2536746847057554
machine,22,5,global,0.001,111166,0.053973337171437305
machine,22,5,stratified,0.05,111166,0.9036935753737653
machine,22,5,stratified,0.01,111166,0.7268409405753558
machine,22,5,stratified,0.005,111166,0.6440818235791519
machine,22,5,stratified,0.001,111166,0.43178669737149844
machine,22,6,global,0.05,122177,1.1008618643443528
machine,22,6,global,0.01,122177,0.9412573561308594
machine,22,6,global,0.005,122177,0.6056786465537704
machine,22,6,global,0.001,122177,0.15551208492596807
machine,22,6,stratified,0.05,122177,0.9481326272539021
machine,22,6,stratified,0.01,122177,0.9453497794183848
machine,22,6,stratified,0.005,122177,0.8986961539405943
machine,22,6,stratified,0.001,122177,0.7284513451795347
machine,23,0,global,0.05,122896,1.0690339799505273
machine,23,0,global,0.01,122896,0.7795208957167036
machine,23,0,global,0.005,122896,0.5337846634552792
machine,23,0,global,0.001,122896,0.23597187866163258
machine,23,0,stratified,0.05,122896,1.0299765655513604
machine,23,0,stratified,0.01,122896,1.02281603957818
machine,23,0,stratified,0.005,122896,1.0740788959770862
machine,23,0,stratified,0.001,122896,1.0659419346439267
machine,23,1,global,0.05,114985,1.0933600034787145
machine,23,1,global,0.01,114985,0.8775057616210811
machine,23,1,global,0.005,114985,0.5687698395442884
machine,23,1,global,0.001,114985,0.20872287689698654
machine,23,1,stratified,0.05,114985,1.3041701091446711
machine,23,1,stratified,0.01,114985,1.4662782102013305
machine,23,1,stratified,0.005,114985,1.4106187763621343
machine,23,1,stratified,0.001,114985,0.8261947210505718
machine,23,2,global,0.05,104857,0.8653690263883193
machine,23,2,global,0.01,104857,0.546458510161458
machine,23,2,global,0.005,104857,0.31852904431749907
machine,23,2,global,0.001,104857,0.13351516827679602
machine,23,2,stratified,0.05,104857,0.8560229646089436
machine,23,2,stratified,0.01,104857,0.731472386202161
machine,23,2,stratified,0.005,104857,0.6599464031967346
machine,23,2,stratified,0.001,104857,0.5245238753731272
machine,23,3,global,0.05,102450,0.7816495851634944
machine,23,3,global,0.01,102450,0.4158125915080527
machine,23,3,global,0.005,102450,0.21278672523182038
machine,23,3,global,0.001,102450,0.03904343582235237
machine,23,3,stratified,0.05,102450,0.8938994631527575
machine,23,3,stratified,0.01,102450,0.7789165446559297
machine,23,3,stratified,0.005,102450,0.7691556857003417
machine,23,3,stratified,0.001,102450,0.4978038067349927
machine,23,4,global,0.05,104176,0.8370450007679311
machine,23,4,global,0.01,104176,0.4818768238365842
machine,23,4,global,0.005,104176,0.2361388419597604
machine,23,4,global,0.001,104176,0.07679311933650745
machine,23,4,stratified,0.05,104176,0.853363538626939
machine,23,4,stratified,0.01,104176,0.7468130855475349
machine,23,4,stratified,0.005,104176,0.5932268468745201
machine,23,4,stratified,0.001,104176,0.5279526954384888
machine,23,5,global,0.05,111349,0.9740545492101411
machine,23,5,global,0.01,111349,0.6062021212583858
machine,23,5,global,0.005,111349,0.34845396007148693
machine,23,5,global,0.001,111349,0.1077692660014908
machine,23,5,stratified,0.05,111349,0.9401072304196714
machine,23,5,stratified,0.01,111349,0.8864022128622618
machine,23,5,stratified,0.005,111349,0.8855041356455827
machine,23,5,stratified,0.001,111349,0.9519618496798354
machine,23,6,global,0.05,121671,1.1087276343582282
machine,23,6,global,0.01,121671,0.8925709495278251
machine,23,6,global,0.005,121671,0.6295666181752431
machine,23,6,global,0.001,121671,0.09862662425721824
machine,23,6,stratified,0.05,121671,0.9509250355466792
machine,23,6,stratified,0.01,121671,0.9040773890245004
machine,23,6,stratified,0.005,121671,0.8892833953859178
machine,23,6,stratified,0.001,121671,0.6657297137362231
