alpha,ter_poisson_recal,ter_nb_recal,r_hat,eval_windows,spearman_recal
0.05,1.0229166263956364,1.0044411255463477,1.077217345015942,6880463,0.9682976706460406
0.01,1.0745061778546008,0.9840616830582476,1.077217345015942,6880463,0.9682976706460406
0.005,1.122918617540709,0.9732193894509714,1.077217345015942,6880463,0.9682976706460406
0.001,1.1805891551193575,0.916217411531753,1.077217345015942,6880463,0.9682976706460406
