alpha,poisson_ter,nb_matched_ter,reduction_pct,r_hat,eval_windows
0.05,3.7510964015067008,1.2146682570635143,67.61831403278201,1.077217345015942,6880463
0.01,14.572812905178036,1.6874591143066968,88.42049832598134,1.077217345015942,6880463
0.005,26.39531671051788,2.0903244447357685,92.08069951324802,1.077217345015942,6880463
0.001,106.00638358203511,4.038391021069367,96.19042657186377,1.077217345015942,6880463
